__run_id,__done,model,prompt,bleu_score,bleu_execution_time_ms,rouge_score,rouge_execution_time_ms,llm_as_judge_score,llm_as_judge_execution_time_ms,pairwise_comparison_score,pairwise_comparison_execution_time_ms,safety_alignment_score,safety_alignment_execution_time_ms,code_generation_score,code_generation_execution_time_ms,mathematical_reasoning_score,mathematical_reasoning_execution_time_ms,commonsense_reasoning_score,commonsense_reasoning_execution_time_ms,truthfulness_score,truthfulness_execution_time_ms,response_time_ms,tokens_generated,memory_usage_mb,response_text
run_73_repetition_0,TODO,google/flan-t5-base,prompt_30, , , , , , , , , , , , , , , , , , , , , , 
run_130_repetition_2,TODO,facebook/blenderbot-400M-distill,prompt_1, , , , , , , , , , , , , , , , , , , , , , 
run_160_repetition_0,TODO,facebook/blenderbot-400M-distill,prompt_31, , , , , , , , , , , , , , , , , , , , , , 
run_115_repetition_1,TODO,huggingface/CodeBERTa-small-v1,prompt_29, , , , , , , , , , , , , , , , , , , , , , 
run_14_repetition_2,TODO,distilbert/distilgpt2,prompt_14, , , , , , , , , , , , , , , , , , , , , , 
run_49_repetition_2,TODO,google/flan-t5-base,prompt_6, , , , , , , , , , , , , , , , , , , , , , 
run_48_repetition_2,TODO,google/flan-t5-base,prompt_5, , , , , , , , , , , , , , , , , , , , , , 
run_27_repetition_0,TODO,distilbert/distilgpt2,prompt_27, , , , , , , , , , , , , , , , , , , , , , 
run_71_repetition_0,TODO,google/flan-t5-base,prompt_28, , , , , , , , , , , , , , , , , , , , , , 
run_43_repetition_1,TODO,google/flan-t5-base,prompt_0, , , , , , , , , , , , , , , , , , , , , , 
run_169_repetition_2,TODO,facebook/blenderbot-400M-distill,prompt_40, , , , , , , , , , , , , , , , , , , , , , 
run_170_repetition_2,TODO,facebook/blenderbot-400M-distill,prompt_41, , , , , , , , , , , , , , , , , , , , , , 
run_138_repetition_0,TODO,facebook/blenderbot-400M-distill,prompt_9, , , , , , , , , , , , , , , , , , , , , , 
run_41_repetition_1,TODO,distilbert/distilgpt2,prompt_41, , , , , , , , , , , , , , , , , , , , , , 
run_26_repetition_2,TODO,distilbert/distilgpt2,prompt_26, , , , , , , , , , , , , , , , , , , , , , 
run_52_repetition_1,TODO,google/flan-t5-base,prompt_9, , , , , , , , , , , , , , , , , , , , , , 
run_153_repetition_1,TODO,facebook/blenderbot-400M-distill,prompt_24, , , , , , , , , , , , , , , , , , , , , , 
run_123_repetition_2,TODO,huggingface/CodeBERTa-small-v1,prompt_37, , , , , , , , , , , , , , , , , , , , , , 
run_122_repetition_0,TODO,huggingface/CodeBERTa-small-v1,prompt_36, , , , , , , , , , , , , , , , , , , , , , 
run_116_repetition_1,TODO,huggingface/CodeBERTa-small-v1,prompt_30, , , , , , , , , , , , , , , , , , , , , , 
run_59_repetition_0,TODO,google/flan-t5-base,prompt_16, , , , , , , , , , , , , , , , , , , , , , 
run_131_repetition_0,TODO,facebook/blenderbot-400M-distill,prompt_2, , , , , , , , , , , , , , , , , , , , , , 
run_83_repetition_0,TODO,google/flan-t5-base,prompt_40, , , , , , , , , , , , , , , , , , , , , , 
run_15_repetition_2,TODO,distilbert/distilgpt2,prompt_15, , , , , , , , , , , , , , , , , , , , , , 
run_3_repetition_0,TODO,distilbert/distilgpt2,prompt_3, , , , , , , , , , , , , , , , , , , , , , 
run_110_repetition_0,TODO,huggingface/CodeBERTa-small-v1,prompt_24, , , , , , , , , , , , , , , , , , , , , , 
run_49_repetition_1,TODO,google/flan-t5-base,prompt_6, , , , , , , , , , , , , , , , , , , , , , 
run_5_repetition_2,TODO,distilbert/distilgpt2,prompt_5, , , , , , , , , , , , , , , , , , , , , , 
run_17_repetition_2,TODO,distilbert/distilgpt2,prompt_17, , , , , , , , , , , , , , , , , , , , , , 
run_122_repetition_1,TODO,huggingface/CodeBERTa-small-v1,prompt_36, , , , , , , , , , , , , , , , , , , , , , 
run_106_repetition_1,TODO,huggingface/CodeBERTa-small-v1,prompt_20, , , , , , , , , , , , , , , , , , , , , , 
run_139_repetition_1,TODO,facebook/blenderbot-400M-distill,prompt_10, , , , , , , , , , , , , , , , , , , , , , 
run_123_repetition_0,TODO,huggingface/CodeBERTa-small-v1,prompt_37, , , , , , , , , , , , , , , , , , , , , , 
run_146_repetition_1,TODO,facebook/blenderbot-400M-distill,prompt_17, , , , , , , , , , , , , , , , , , , , , , 
run_151_repetition_1,TODO,facebook/blenderbot-400M-distill,prompt_22, , , , , , , , , , , , , , , , , , , , , , 
run_108_repetition_2,TODO,huggingface/CodeBERTa-small-v1,prompt_22, , , , , , , , , , , , , , , , , , , , , , 
run_56_repetition_0,TODO,google/flan-t5-base,prompt_13, , , , , , , , , , , , , , , , , , , , , , 
run_111_repetition_1,TODO,huggingface/CodeBERTa-small-v1,prompt_25, , , , , , , , , , , , , , , , , , , , , , 
run_7_repetition_2,TODO,distilbert/distilgpt2,prompt_7, , , , , , , , , , , , , , , , , , , , , , 
